GEO,PARTNER,"PROPERTY 
CODE","PROPERTY
INFO / NOTES",VENDOR CODE,NAME,AREA,ADDRESS,ORDER #,BIKE BILLING,# OF BIKES,BIKE TYPE,"LOCK 
CODE",STORAGE LOCATION,BIKE START DATE,BIKE END DATE
1544,"360 Blue, LLC",WS253SB,,40 * 437174,Salt Box Uniform,N-Watersound,253 Salt Box Lane,N/A,Monthly,3,Blue Tire 360 YOLO,0253,,10/31/2018,10/12/2019
1545,Royal,My Blue Cottage,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",My Blue Cottage,N-Watersound,253 Salt Box Lane,N/A,Monthly,3,Generic TAXI,0253,,1/1/2018,4/21/2018
1546,"360 Blue, LLC",WS260SB,,40 * 437174,Salt Box Beta,N-Watersound,260 Salt Box Lane,N/A,Monthly,3,Blue Tire 360 YOLO,0260,,10/31/2018,10/16/2020
1547,"360 Blue, LLC",WS265SB,Old name: Salt Box Zulu,40 * 437174,,N-Watersound,265 Salt Box Lane,1408,Monthly,4,Black Tire 360 YOLO,0265,,7/29/2020,
1548,"360 Blue, LLC",WS265SB,Old name: Salt Box Zulu,40 * 437174,,N-Watersound,265 Salt Box Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0265,,10/31/2018,10/14/2019
1549,Royal,281SALT,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",281 Salt Box,N-Watersound,281 Salt Box Lane,30551,Monthly,4,Royal TAXI,0281,,3/9/2022,3/14/2023
1550,"Dune Real Estate Company, LLC",Bull and Bear,,,Bull and Bear,N-Watersound,273 Salt Box Lane,N/A,Monthly,5,Dune YOLO,0256,,5/29/2020,11/18/2020
1551,"360 Blue, LLC",WS273SB,,40 * 437174,Salt Box Kilo,N-Watersound,273 Salt Box Lane,N/A,Monthly,2,Blue Tire 360 YOLO,0273,,10/31/2018,10/17/2020
1552,"360 Blue, LLC",ZWS287SB,,40 * 437174,"
Salt Box November",N-Watersound,287 Salt Box Lane,19374,Monthly,4,Black Tire 360 YOLO,0287,,6/4/2021,1/12/2023
1553,"360 Blue, LLC",WS281SB,,40 * 437174,Salt Box Charlie,N-Watersound,281 Salt Box Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0281,,10/31/2018,1/2/2022
1554,Royal,290SALT,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",290 Salt Box,N-Watersound,290 Salt Box Lane,12133,Monthly,4,Royal TAXI,0290,,5/5/2021,
1555,"360 Blue, LLC",WS287SB,,40 * 437174,Salt Box November,N-Watersound,287 Salt Box Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0287,,8/1/2020,3/22/2021
1556,Royal,290SALT,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",290 Salt Box,N-Watersound,290 Salt Box Lane,16489,Monthly,4,Royal TAXI,0290,,2/27/2021,3/31/2021
1557,"360 Blue, LLC",WS290SB,,40 * 437174,Salt Box Lima,N-Watersound,290 Salt Box Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0290,,10/31/2018,12/4/2020
1558,"360 Blue, LLC",WS29SB,Old name: Salt Box Sierra,40 * 437174,Cape Escape,N-Watersound,29 W Salt Box Lane,1415,Monthly,5,Black Tire 360 YOLO,0029,,1/7/2019,10/15/2023
1559,"360 Blue, LLC",WS59SB,Old name: Salt Box Yankee,40 * 437174,Tartaruga Di Mare,N-Watersound,59 W Salt Box Lane,1427,Monthly,5,Black Tire 360 YOLO,0059,,3/20/2020,
1560,"360 Blue, LLC",WS77SBW,,40 * 437174,WS77SBW,N-Watersound,77 W Salt Box Lane,N/A,Monthly,5,360 TAXI,,,1/1/2018,9/29/2018
1561,"360 Blue, LLC",WS83SB,,40 * 437174,Salt Box Papa,N-Watersound,83 W Salt Box Lane,1433,Monthly,5,Blue Tire 360 YOLO,0083,,3/10/2018,5/20/2022
1562,"360 Blue, LLC",WS11CR,"Rose Hall.
Garage: no access
Old name: Compass Rose Alpha",40 * 437174,Rose Hall,N-Watersound,11 Compass Rose Way,1379,Monthly,6,Black Tire 360 YOLO,0011,,10/31/2018,
1563,Royal,Compass Rose Beta,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Compass Rose Beta,N-Watersound,27 Compass Rose Way,N/A,Monthly,6,Royal TAXI,0027,,4/16/2019,2/8/2021
1564,"360 Blue, LLC",WS21FC,"Keybox: 9221
Old name: Founders Hotel",40 * 437174,Our Happy Place,N-Watersound,21 Founders Court,1392,Monthly,6,Black Tire 360 YOLO,0021,In garage.,3/1/2019,
1565,"360 Blue, LLC",WS22FC,,40 * 437174,Founders Charlie,N-Watersound,22 Founders Court,N/A,Monthly,6,Blue Tire 360 YOLO,0022,,10/31/2018,8/6/2021
1566,"360 Blue, LLC",WS10CP,"Keybox Code: 1036
Old name: 10 CP Alpha",40 * 437174,,N-Watersound,10 Compass Point Way,1377,Monthly,6,Black Tire 360 YOLO,0010,In bike rack.,10/31/2018,
1567,"360 Blue, LLC",WS11CP,,40 * 437174,11 Compass Alpha,N-Watersound,11 Compass Point Way,23300,Monthly,5,Blue Tire 360 YOLO,0011,,8/21/2021,8/13/2022
1568,"360 Blue, LLC",WS11CP,,40 * 437174,11 Compass Alpha,N-Watersound,11 Compass Point Way,N/A,Monthly,5,Blue Tire 360 YOLO,0011,,10/31/2018,8/14/2021
1569,"360 Blue, LLC",WS17CP,Garage: 05165,40 * 437174,Blueberry Hill,N-Watersound,17 Compass Point Way,29113,Monthly,5,Black Tire 360 YOLO,0017,In garage.,11/25/2020,
1570,"360 Blue, LLC",WS17CP,Garage: 05165,40 * 437174,Blueberry Hill,N-Watersound,17 Compass Point Way,N/A,Monthly,5,Blue Tire 360 YOLO,0017,,1/28/2019,6/27/2020
1571,Royal,BLUEBERY,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Blueberry Hill,N-Watersound,17 Compass Point Way,N/A,Monthly,6,30A w/ Yellow,0017,,10/31/2018,1/14/2019
1572,"360 Blue, LLC",WS29CP,"Garage: 00290.
Old name: 29 CP Alpha",40 * 437174,360 View,N-Watersound,29 Compass Point Way,1414,Monthly,5,Black Tire 360 YOLO,0029,In garage.,10/31/2018,
1573,"360 Blue, LLC",WSCP101,,40 * 437174,Compass Point Delta,N-Watersound,37 Compass Point Way #101,N/A,Monthly,4,Blue Tire 360 YOLO,0101,Bikes are located in the center courtyard on bike rack next to the trellis. This is located in between the condo building and garages.,10/31/2018,5/14/2021
1574,"360 Blue, LLC",WSCP103,,40 * 437174,Compass Point Juliet,N-Watersound,37 Compass Point Way #103,1453,Monthly,3,Blue Tire 360 YOLO,0103,"On bike rack next to the trellis, in the center courtyard, between the condo building and garages.",4/15/2019,12/5/2020
1575,Exclusive,WS37-103,,,Watersound Bliss,N-Watersound,37 Compass Point Way #103,6032,Monthly,3,Exclusive TAXI,0103,,3/1/2021,5/13/2022
1576,"360 Blue, LLC",WSCP106,,40 * 437174,Compass Point Kilo,N-Watersound,37 Compass Point Way #106,N/A,Monthly,3,Blue Tire 360 YOLO,0106,Bikes are located in the garage. Garage Code is 82270,3/30/2021,5/14/2021
1577,"360 Blue, LLC",WSCP106,,40 * 437174,Compass Point Kilo,N-Watersound,37 Compass Point Way #106,N/A,Monthly,6,Blue Tire 360 YOLO,0106,Bikes are located in the garage,10/31/2018,2/26/2021
1578,"360 Blue, LLC",WSCP107,,40 * 437174,Compass Point Beta,N-Watersound,37 Compass Point Way #107,N/A,Monthly,3,Blue Tire 360 YOLO,0107,Bikes are located in the center courtyard on bike rack next to the trellis. This is located in between the condo building and garages.,10/31/2018,2/8/2020
1579,Royal,CP108,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","Compass Point 2, Unit 108",N-Watersound,37 Compass Point Way #108,14871,Monthly,2,Royal TAXI,0108,,5/14/2022,8/13/2022
1580,Royal,CP108,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","CP108
Compass Point 2 Unit 108",N-Watersound,37 Compass Point Way #108,30549,Monthly,4,Royal TAXI,0108,,7/13/2021,8/28/2021
1581,Royal,CP204,"Compass Point 1, Unit 204","Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Compass Point #204,N-Watersound,37 Compass Point Way #204,58952,Monthly,2,Royal TAXI,0204,All Compass Point 1 bikes on the big bike rack in between the CP1 building and the Dunesider community pool.,6/6/2023,8/12/2023
1582,Royal,CP204,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","Compass Point 1, Unit 204",N-Watersound,37 Compass Point Way #204,35379,Monthly,2,Royal TAXI,0204,,5/14/2022,8/13/2022
1583,Royal,CP302,"Compass Point 1, Unit 302","Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Compass Point #302,N-Watersound,37 Compass Point Way #302,58953,Monthly,2,Royal TAXI,0302,All Compass Point 1 bikes on the big bike rack in between the CP1 building and the Dunesider community pool.,6/6/2023,8/12/2023
1584,Royal,CP302,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","Compass Point 1, Unit 302",N-Watersound,37 Compass Point Way #302,30522,Monthly,2,Royal TAXI,0302,,5/14/2022,8/13/2022
1585,Royal,CP306,"Compass Point 1, Unit 306","Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Compass Point #306,N-Watersound,37 Compass Point Way #306,58956,Monthly,2,Royal TAXI,0306,All Compass Point 1 bikes on the big bike rack in between the CP1 building and the Dunesider community pool.,6/6/2023,8/12/2023
1586,Royal,CP306,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","Compass Point 1, Unit 306",N-Watersound,37 Compass Point Way #306,2036,Monthly,2,Royal TAXI,0306,,5/14/2022,8/13/2022
1587,Royal,CP404,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","Compass Point 1, Unit 404",N-Watersound,37 Compass Point Way #404,N/A,Monthly,2,Royal TAXI,0404,,5/14/2022,8/13/2022
1588,"360 Blue, LLC",WSCP421,"Garage: 3737
Old name: 37 CP Alpha #421",40 * 437174,Southern Exposure,N-Watersound,37 Compass Point Way #421,35414,Monthly,3,Black Tire 360 YOLO,0421,Bikes MUST be placed and kept in the garage.,5/1/2022,
1589,"360 Blue, LLC",WSCP422,,40 * 437174,37 CP Mike,N-Watersound,37 Compass Point Way #422,N/A,Monthly,3,Blue Tire 360 YOLO,0422,Bikes are located in the center courtyard on bike rack next to the trellis. This is located in between the condo building and garages.,1/1/2021,5/14/2021
1590,"360 Blue, LLC",WSCP424,,40 * 437174,37 CP Lima,N-Watersound,37 Compass Point Way #424,N/A,Monthly,3,Blue Tire 360 YOLO,0424,Bikes are located in the center courtyard on bike rack next to the trellis. This is located in between the condo building and garages.,11/3/2019,9/14/2021
1591,Royal,CP424PEN,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",CP 424 Penthouse,N-Watersound,37 Compass Point Way #424,N/A,Monthly,4,Generic TAXI,4240,,10/31/2018,11/2/2019
1592,"360 Blue, LLC",WS61CP,Old name: 61 CP Alpha,40 * 437174,,N-Watersound,61 Compass Point Way,29948,Monthly,6,Black Tire 360 YOLO,0061,,4/1/2022,
1593,"360 Blue, LLC",WS86CP,"Garage: no access
Old name: 86 CP Alpha",40 * 437174,Time of Your Life,N-Watersound,86 Compass Point Way,19383,Monthly,6,Black Tire 360 YOLO,0086,,7/3/2021,
1594,"360 Blue, LLC",WS98CP,Old name: 98 CP Alpha,40 * 437174,,N-Watersound,98 Compass Point Way,47394,Monthly,5,Blue Tire 360 YOLO,0098,"On bike rack, located to the left of the home",9/26/2022,
1595,30A Luxury,WS-BEAC1,Garage: 1949,,Beach Bear Cottages,N-Watersound,75 S Compass Point Way,63096,Monthly,6,30A Lux TAXI,0075,,7/19/2023,
1596,30A Luxury,WS-BEAC1,Garage: 1949,,Beach Bear Cottages,N-Watersound,75 S Compass Point Way,21947,Monthly,6,30A Lux TAXI,0075,In garage.,7/25/2021,4/24/2023
1597,"Dune Real Estate Company, LLC",99 Compass Point Way South #308 (3br/3ba),,,99 Compass Point Way South #308,N-Watersound,99 S Compass Point Way #308,1516,Monthly,3,Dune TAXI,0308,"Bike rack at building 1. If not there, please check parking garage for unit 408, and move bikes to rack.",5/31/2021,12/1/2022
1598,"360 Blue, LLC",WSCP202,,40 * 437174,99 CP Golf,N-Watersound,99 S Compass Point Way #202,N/A,Monthly,2,Blue Tire 360 YOLO,0202,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",10/31/2018,5/14/2021
1599,"360 Blue, LLC",WSCP203,,40 * 437174,99 CP Charlie,N-Watersound,99 S Compass Point Way #203,N/A,Monthly,2,Blue Tire 360 YOLO,0203,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",10/31/2018,5/14/2021
1600,"360 Blue, LLC",WSCP204,,40 * 437174,99 CP Juliet,N-Watersound,99 S Compass Point Way #204,N/A,Monthly,2,Blue Tire 360 YOLO,0204,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",7/20/2019,5/1/2021
1601,Royal,CP204,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","Compass Point I, Unit 204",N-Watersound,99 S Compass Point Way #204,N/A,Monthly,2,Royal TAXI,0204,,5/13/2021,5/14/2021
1602,"360 Blue, LLC",WSCP205,,40 * 437174,99 CP Hotel,N-Watersound,99 S Compass Point Way #205,N/A,Monthly,2,Blue Tire 360 YOLO,0205,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",10/31/2018,10/24/2020
1603,"360 Blue, LLC",WSCP207,,40 * 437174,99 CP Foxtrot,N-Watersound,99 S Compass Point Way #207,N/A,Monthly,3,Blue Tire 360 YOLO,0207,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",10/31/2018,5/14/2021
1604,"360 Blue, LLC",WSCP208,,40 * 437174,99 CP Delta,N-Watersound,99 S Compass Point Way #208,N/A,Monthly,3,Blue Tire 360 YOLO,0208,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",10/31/2018,5/14/2021
1605,"360 Blue, LLC",WSCP301,,40 * 437174,99 CP Alpha,N-Watersound,99 S Compass Point Way #301,N/A,Monthly,2,Blue Tire 360 YOLO,0301,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",10/31/2018,5/14/2021
1606,Royal,CP302,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","Compass Point I, Unit 302",N-Watersound,99 S Compass Point Way #302,N/A,Monthly,2,Royal TAXI,0302,"At a bike rack down towards end of Compass Point, they are green.",10/31/2018,5/14/2021
1607,"360 Blue, LLC",WSCP304,,40 * 437174,99 CP Beta,N-Watersound,99 S Compass Point Way #304,N/A,Monthly,2,Blue Tire 360 YOLO,0304,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",10/31/2018,5/14/2021
1608,"360 Blue, LLC",WSCP305,,40 * 437174,99 CP India,N-Watersound,99 S Compass Point Way #305,N/A,Monthly,2,Blue Tire 360 YOLO,0305,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",10/31/2018,5/14/2021
1609,Royal,CP306,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841","Compass Point I, Unit 306",N-Watersound,99 S Compass Point Way #306,N/A,Monthly,2,Royal TAXI,0306,,10/31/2018,5/14/2021
1610,Exclusive,WS99-406,Cage: 0406,,Jewel Box 99 #406,N-Watersound,99 S Compass Point Way 406,27762,Monthly,2,Exclusive TAXI,0406,In the #406 owner cage. ,10/6/2021,
1611,"Dune Real Estate Company, LLC",99 Compass Point Way South #308,,,99 Compass Point Way South #308,N-Watersound,99 S Compass Point Way #308,N/A,Monthly,3,Dune YOLO,0308,,2/21/2018,5/14/2021
1612,"360 Blue, LLC",WSCP404,,40 * 437174,99 CP Kilo,N-Watersound,99 S Compass Point Way #404,N/A,Monthly,2,Blue Tire 360 YOLO,0404,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",9/14/2019,2/9/2021
1613,Royal,CP404,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Compass Point 1 Unit 404,N-Watersound,99 S Compass Point Way #404,12118,Monthly,2,Royal TAXI,0404,,12/22/2021,5/14/2021
1614,"360 Blue, LLC",WSCP405,,40 * 437174,99 CP Echo,N-Watersound,99 S Compass Point Way #405,N/A,Monthly,2,Blue Tire 360 YOLO,0405,"Bikes are located on the rack to the westside of the building, in front of the Dunesider Pool & Meeting Hall.",10/31/2018,5/14/2021
1615,"Dune Real Estate Company, LLC",99 Compass Point Way South #407 (3br/3ba),A coupon code CP23 has been created to give 20% off to any guests staying in #407 and #408 until 12/31/22.,,99 Compass Point #407,N-Watersound,99 S Compass Point Way #407,1517,Monthly,3,Dune TAXI,0407,"Bike rack at building 1. If not there, please check parking garage for unit 408, and move bikes to rack.",10/31/2018,12/6/2022
1616,"Dune Real Estate Company, LLC",99 Compass Point Way South #408 (3br/3ba),A coupon code CP23 has been created to give 20% off to any guests staying in #407 and #408 until 12/31/22.,,99 Compass Point Way South #408,N-Watersound,99 S Compass Point Way #408,36709,Monthly,3,Dune TAXI,0408,"Bike rack at building 1. If not there, please check parking garage for unit 408, and move bikes to rack.",5/13/2022,12/6/2022
1617,"360 Blue, LLC",WS109CP,"Old name: 
109 CP Alpha",40 * 437174,,N-Watersound,109 S Compass Point Way,5987,Monthly,7,Black Tire 360 YOLO,0109,,5/11/2021,
1618,"360 Blue, LLC",WS25NFL,,40 * 437174,Founders Beta,N-Watersound,25 N Founders Lane,N/A,Monthly,5,Blue Tire 360 YOLO,0025,,10/31/2018,7/17/2020
1619,Royal,FOUNDERS,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",FOUNDERS,N-Watersound,25 N Founders Lane,N/A,Monthly,0,Generic TAXI,0025,,1/1/2018,8/22/2018
1620,"360 Blue, LLC",WS36NF,"Garage: 1995
Old name: Founders Juliet",40 * 437174,,N-Watersound,36 N Founders Lane,1417,Monthly,7,Blue Tire 360 YOLO,0036,In garage.,2/10/2020,
1621,"360 Blue, LLC",WS41NFL,,40 * 437174,,N-Watersound,41 N Founders Lane,57657,Monthly,7,Black Tire 360 YOLO,0041,Outside on a bike rack.,5/31/2023,
1622,"360 Blue, LLC",ZWS41NFL,Garage : 8179,40 * 437174,Founders Alpha,N-Watersound,41 N Founders Lane,1420,Monthly,4,Black Tire 360 YOLO,0041,In garage.,7/26/2019,1/12/2023
1623,"360 Blue, LLC",WS50NF,"Garage: 12340 ENTER
Old name: Founders Echo",40 * 437174,Founders Keepers,N-Watersound,50 N Founders Lane,1425,Monthly,4,Black Tire 360 YOLO,0050,In garage.,10/31/2018,
1624,"360 Blue, LLC",WS10SF,Old name: Founders Lima,40 * 437174,,N-Watersound,10 S Founders Lane,30901,Monthly,4,Black Tire 360 YOLO,0010,,3/19/2022,
1625,"360 Blue, LLC",WS73SF,Old name: Founders India,40 * 437174,,N-Watersound,73 S Founders Lane,1431,Monthly,5,Blue Tire 360 YOLO,0073,,1/3/2020,
1626,Royal,PURAVIDA,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Pura Vida,N-Watersound,82 S Founders Lane,2054,Monthly,4,Royal TAXI,0082,,10/31/2018,
1627,"360 Blue, LLC",WS85SF,Old name: Founders Golf,40 * 437174,The Salty Deer,N-Watersound,85 S Founders Lane,1434,Monthly,6,Black Tire 360 YOLO,0085,,5/1/2018,
1628,"360 Blue, LLC",WS97SF,"ALAYA
Garage: 00970
Old name: Founders Delta",40 * 437174,,N-Watersound,97 S Founders Lane,1438,Monthly,6,Black Tire 360 YOLO,0097,In garage.,10/31/2018,
1629,Royal,105FOUND,"Keybox on front door post.
Keybox: 0841","Kaba: 84 * 919957 
Lockbox: 1534 or 3841",105 S Founders,N-Watersound,105 S Founders Lane,1974,Monthly,6,Royal TAXI,0105,In garage.,1/9/2018,
1630,"360 Blue, LLC",WS105SFL,,40 * 437174,Founders Alpha,N-Watersound,105 S Founders Lane,N/A,Monthly,5,Blue Tire 360 YOLO,0105,,10/31/2018,1/6/2019
1631,"360 Blue, LLC",WS98SF,Garage: 2075,40 * 437174,Founders Kito,N-Watersound,98 S Founders Lane,2368,Monthly,5,Blue Tire 360 YOLO,0098,Garage,10/2/2020,5/23/2022
1632,"360 Blue, LLC",WS34WT,"Gate: 7581
Old name: Watch Tower Hotel",40 * 437174,Our Treehouse,N-Watersound,34 N Watch Tower Lane,1416,Monthly,5,Black Tire 360 YOLO,0034,,6/15/2020,
1633,"360 Blue, LLC",WS9WT,,40 * 437174,Watch Tower Delta ,N-Watersound,9 N Watch Tower Lane,N/A,Monthly,5,Blue Tire 360 YOLO,0009,,10/31/2018,1/8/2019
1634,"360 Blue, LLC",WS18WT,,40 * 437174,Watch Tower Charlie,N-Watersound,18 N Watch Tower Lane,N/A,Monthly,2,Blue Tire 360 YOLO,0018,,10/31/2018,8/1/2020
1635,"360 Blue, LLC",WS85WT,,40 * 437174,Watch Tower Golf,N-Watersound,85 N Watch Tower Lane,N/A,Monthly,6,Black Tire 360 YOLO,0085,,11/1/2019,6/6/2020
1636,Royal,85WATCH,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",85WATCH,N-Watersound,85 N Watch Tower Lane,N/A,Monthly,4,Generic TAXI,0085,,10/3/2019,10/30/2019
1637,"360 Blue, LLC",WS85WT,,40 * 437174,Watch Tower Golf,N-Watersound,85 N Watch Tower Lane,N/A,Monthly,4,360 TAXI,0085,,1/1/2018,12/13/2018
1638,"Oversee Rentals, LLC",2ANJR1,,,114 Watch Tower Lane,N-Watersound,114 N Watch Tower Lane,N/A,Monthly,4,Oversee YOLO,0114,,10/31/2018,12/31/2019
1639,"360 Blue, LLC",WS8WT,"Gate: 7581
Old name: Watch Tower India",40 * 437174,Bungalow 8,N-Watersound,8 S Watch Tower Lane,2362,Monthly,4,Black Tire 360 YOLO,0008,,12/23/2020,10/3/2023
1640,30A Luxury,WS-WT2,Gate: 7581,,Watchtower Carriage House,N-Watersound,19 S Watch Tower Lane,846,Monthly,2,30A Lux TAXI,0192,,10/31/2018,
1641,"360 Blue, LLC",WS40WT,"Gate: 7581
Garage: 8862
Old name: Watch Tower Alpha",40 * 437174,Summer Wind,N-Watersound,40 S Watch Tower Lane,1419,Monthly,6,Black Tire 360 YOLO,0040,In right side of garage.,10/31/2018,
1642,Royal,41WATCH,Gate: 7581,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Barefoot at the Beach,N-Watersound,41 S Watch Tower Lane,2045,Monthly,4,Royal TAXI,0041,,10/31/2018,
1643,"360 Blue, LLC",WS81WT,Gate: 7581,40 * 437174,Bella Vista,N-Watersound,81 S Watch Tower Lane,1432,Monthly,4,Black Tire 360 YOLO,0081,,10/31/2018,
1644,"360 Blue, LLC",WS51WT,,40 * 437174,Watchtower Beta,N-Watersound,51 S Watch Tower Lane,1003,Monthly,5,Blue Tire 360 YOLO,0051,,12/20/2021,4/13/2022
1645,"360 Blue, LLC",WS71WT,,40 * 437174,Founders Foxtrot,N-Watersound,71 S Watch Tower Lane,N/A,Monthly,5,Blue Tire 360 YOLO,0071,,10/31/2018,6/30/2020
1646,"360 Blue, LLC",WS80WT,Gate: 7581,40 * 437174,Watch Tower Golf,N-Watersound,80 S Watch Tower Lane,32736,Monthly,6,Blue Tire 360 YOLO,0080,,3/26/2022,9/15/2022
1647,"360 Blue, LLC",WS99WT,,40 * 437174,WS99WT,N-Watersound,99 S Watch Tower Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0099,,1/1/2018,4/7/2018
1648,"360 Blue, LLC",WS90WT,"Gate: 7581
Old name: Watch Tower Foxtrot",40 * 437174,,N-Watersound,90 S Watch Tower Lane,1437,Monthly,6,Black Tire 360 YOLO,0090,,10/21/2019,
1649,"360 Blue, LLC",WS104WT,"Gate: 7581
Garage: no access
Old name: Watchtower Echo",40 * 437174,,N-Watersound,104 S Watch Tower Lane,1376,Monthly,7,Black Tire 360 YOLO,0104,,10/31/2018,
1650,Royal,28SHINGL,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",28 Shingle,N-Watersound,28 Shingle Lane,3082,Monthly,6,Royal TAXI,0028,,1/22/2021,
1651,"360 Blue, LLC",WS28SL,,40 * 437174,Shingle Charlie,N-Watersound,28 Shingle Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0028,,10/31/2018,1/2/2021
1652,"360 Blue, LLC",WS48SL,,40 * 437174,Shingle Delta,N-Watersound,48 Shingle Lane,1424,Monthly,5,Blue Tire 360 YOLO,0048,,2/24/2020,9/9/2022
1653,"360 Blue, LLC",WS12NSHI,,40 * 437174,Shingle Foxtrot,N-Watersound,12 N Shingle Lane,1382,Monthly,6,Blue Tire 360 YOLO,0012,,9/3/2020,5/6/2022
1654,"360 Blue, LLC",WS17NSHI,"Gate: 7581
Old name: Shingle Alpha",40 * 437174,,N-Watersound,17 N Shingle Way,1387,Monthly,5,Black Tire 360 YOLO,0017,,10/31/2018,
1655,"360 Blue, LLC",WS30NSHI,"Gate: 7581
Garage: 4171 enter
Old name: Shingle Echo",40 * 437174,,N-Watersound,30 N Shingle Lane,29115,Monthly,5,Black Tire 360 YOLO,0030,In garage.,9/4/2020,
1656,"360 Blue, LLC",WS52NSHI,,40 * 437174,Shingle Beta,N-Watersound,52 N Shingle Lane,N/A,Monthly,5,Blue Tire 360 YOLO,0052,,10/31/2018,2/25/2019
1657,Royal,ASGOOD,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",As Good As It Gets,N-Watersound,46 Coopersmith Lane,N/A,Monthly,0,Generic TAXI,0046,,1/1/2018,1/4/2018
1658,"360 Blue, LLC",WS46CS,,40 * 437174,,N-Watersound,46 Coopersmith Lane,46505,Monthly,6,Blue Tire 360 YOLO,0046,,9/3/2022,10/4/2022
1659,"360 Blue, LLC",WS46CS,,40 * 437174,Coopersmith Foxtrot,N-Watersound,46 Coopersmith Lane,46505,Monthly,6,Blue Tire 360 YOLO,0046,,1/10/2020,9/1/2022
1660,"360 Blue, LLC",WS58CS,"Garage: 1234 ENTER
Old name: Coopersmith Alpha",40 * 437174,,N-Watersound,58 Coopersmith Lane,1426,Monthly,6,Black Tire 360 YOLO,0058,In garage.,8/1/2019,4/1/2023
1661,"Dune Real Estate Company, LLC",68 COOPERSMITH LANE,,,68 COOPERSMITH LANE,N-Watersound,68 Coopersmith Lane,N/A,Monthly,5,Generic TAXI,0068,,1/1/2018,3/23/2018
1662,"360 Blue, LLC",WS87CS,,40 * 437174,Coopersmith Alpha,N-Watersound,87 Coopersmith Lane,N/A,Monthly,5,Blue Tire 360 YOLO,0087,,10/31/2018,3/30/2019
1663,"360 Blue, LLC",WS125CS,"Garage: 5051
Old name: Coopersmith Echo",40 * 437174,Here comes the Sun,N-Watersound,125 Coopersmith Lane,1381,Monthly,6,Black Tire 360 YOLO,0125,In garage.,3/30/2019,
1664,Royal,THEPEARL,The Pearl of Watersound,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",130 Coopersmith Lane,N-Watersound,130 Coopersmith Lane,6062,Monthly,6,Royal TAXI,0130,,12/22/2021,
1665,Royal,THEPEARL,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",The Pearl of Watersound,N-Watersound,130 Coopersmith Lane,N/A,Monthly,6,30A w/ Yellow,0130,,10/31/2018,8/14/2019
1666,"360 Blue, LLC",WS148CS,Old name: Coopersmith Hotel,40 * 437174,,N-Watersound,148 Coopersmith Lane,17763,Monthly,5,Black Tire 360 YOLO,0148,,6/19/2021,
